RA,CÓDIFO DE TURMA,TURMA INDEFERIDA,MOTIVO,NOME_TURMA,TURNO,CAMPOS,ANO_INGRESSO
11201811964,DDBIR0004-15SB,Bases Epistemológicas da Ciência Moderna D-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,D,SB,2018
11201811965,DA1BIR0603-15SA,"Ciência, Tecnologia e Sociedade A1-Matutino (Santo André)",Critério de preenchimento de vagas,"Ciência, Tecnologia e Sociedade",D,SA,2018
11201811965,NA1BCM0506-15SB,Comunicação e Redes A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Comunicação e Redes,N,SB,2018
11201811965,NAESTO011-17SB,Fundamentos de Desenho Técnico A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Fundamentos de Desenho Técnico,N,SB,2018
11201811967,DA1BIR0004-15SB,Bases Epistemológicas da Ciência Moderna A1-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,D,SB,2018
11201811969,NC2BIK0102-15SA,Estrutura da Matéria C2-Noturno (Santo André),Critério de preenchimento de vagas,Estrutura da Matéria,N,SA,2018
11201811969,NAESTU039-17SA,Regulação Ambiental e Urbanística A-Noturno (Santo André),Critério de preenchimento de vagas,Regulação Ambiental e Urbanística,N,SA,2018
11201811969,DBESTU004-17SA,Cartografia e Geoprocessamento B-Matutino (Santo André),Critério de preenchimento de vagas,Cartografia e Geoprocessamento,D,SA,2018
11201811970,NAESHT009-17SB,História da Cidade e do Urbanismo A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,História da Cidade e do Urbanismo,N,SB,2018
11201811971,DA1BIR0004-15SA,Bases Epistemológicas da Ciência Moderna A1-Matutino (Santo André),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,D,SA,2018
11201811975,DANHZ1074-15SA,Astrobiologia A-Matutino (Santo André),Critério de preenchimento de vagas,Astrobiologia,D,SA,2018
11201811975,DA3BCJ0203-15SA,Fenômenos Eletromagnéticos A3-Matutino (Santo André),Critério de preenchimento de vagas,Fenômenos Eletromagnéticos,D,SA,2018
11201811978,NA1BIR0004-15SB,Bases Epistemológicas da Ciência Moderna A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,N,SB,2018
11201811981,NA2BCL0307-15SB,Transformações Químicas A2-Noturno (São Bernardo do Campo),Turma cancelada,Transformações Químicas,N,SB,2018
11201811981,NA1BIN0406-15SB,Introdução à Probabilidade e à Estatística A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Introdução à Probabilidade e à Estatística,N,SB,2018
11201811982,DCESTO011-17SA,Fundamentos de Desenho Técnico C-Matutino (Santo André),Critério de preenchimento de vagas,Fundamentos de Desenho Técnico,D,SA,2018
11201811987,DC6BIS0005-15SA,Bases Computacionais da Ciência C6-Matutino (Santo André),Critério de preenchimento de vagas,Bases Computacionais da Ciência,D,SA,2018
11201811987,DA1BIR0004-15SA,Bases Epistemológicas da Ciência Moderna A1-Matutino (Santo André),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,D,SA,2018
11201811990,DA1BIR0004-15SA,Bases Epistemológicas da Ciência Moderna A1-Matutino (Santo André),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,D,SA,2018
11201811990,DB1BIQ0602-15SA,Estrutura e Dinâmica Social B1-Matutino (Santo André),Critério de preenchimento de vagas,Estrutura e Dinâmica Social,D,SA,2018
11201811990,NANHT1002-15SA,Bioética A-Noturno (Santo André),Critério de preenchimento de vagas,Bioética,N,SA,2018
11201811990,NA1MCTC001-15SB,Introdução à Filosofia da Mente A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Introdução à Filosofia da Mente,N,SB,2018
11201811991,DANHZ2093-16SB,"Corpo, sexualidade e questões de gênero A-Matutino (São Bernardo do Campo)",Turma cancelada,"Corpo, sexualidade e questões de gênero",D,SB,2018
11201811996,NS1BCJ0203-15SA,Fenômenos Eletromagnéticos S1-Noturno (Santo André),Critério de preenchimento de vagas,Fenômenos Eletromagnéticos,N,SA,2018
11201811996,DAESTA019-17SA,Projeto Assistido por Computador A-Matutino (Santo André),Critério de preenchimento de vagas,Projeto Assistido por Computador,D,SA,2018
11201811998,DA1BIR0004-15SB,Bases Epistemológicas da Ciência Moderna A1-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,D,SB,2018
11201811999,NAESZG037-17SB,Inovação Estratégica A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Inovação Estratégica,N,SB,2018
11201811999,NA1ESTG021-17SB,Sistemas CAD/CAE A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas CAD/CAE,N,SB,2018
11201811999,NAESZG032-17SA,Modelos e Ferramentas de Gestão Ambiental A-Noturno (Santo André),Critério de preenchimento de vagas,Modelos e Ferramentas de Gestão Ambiental,N,SA,2018
11201811999,NAESZG018-17SB,Estratégias de Comunicação Organizacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Estratégias de Comunicação Organizacional,N,SB,2018
11201812001,NA1BIN0406-15SB,Introdução à Probabilidade e à Estatística A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Introdução à Probabilidade e à Estatística,N,SB,2018
11201812001,DANHZ2093-16SB,"Corpo, sexualidade e questões de gênero A-Matutino (São Bernardo do Campo)",Turma cancelada,"Corpo, sexualidade e questões de gênero",D,SB,2018
11201812001,NABHO0102-15SB,Desenvolvimento e Sustentabilidade A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento e Sustentabilidade,N,SB,2018
11201812002,DANHZ6001-18SA,Fundamentos da Biotecnologia A-Matutino (Santo André),Critério de preenchimento de vagas,Fundamentos da Biotecnologia,D,SA,2018
11201812004,NANHT4056-15SA,Química Inorgânica Experimental A-Noturno (Santo André),Critério de preenchimento de vagas,Química Inorgânica Experimental,N,SA,2018
11201812004,NA1BIR0603-15SA,"Ciência, Tecnologia e Sociedade A1-Noturno (Santo André)",Critério de preenchimento de vagas,"Ciência, Tecnologia e Sociedade",N,SA,2018
11201812006,DCNHZ3088-15SA,Consolidação de Conceitos e Métodos de Fenômenos Eletromagnéticos C-Matutino (Santo André),Critério de preenchimento de vagas,Consolidação de Conceitos e Métodos de Fenômenos Eletromagnéticos,D,SA,2018
11201812007,DCNHZ3088-15SA,Consolidação de Conceitos e Métodos de Fenômenos Eletromagnéticos C-Matutino (Santo André),Critério de preenchimento de vagas,Consolidação de Conceitos e Métodos de Fenômenos Eletromagnéticos,D,SA,2018
11201812011,NS1BCM0505-15SB,Processamento da Informação S1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Processamento da Informação,N,SB,2018
11201812012,DB1BIQ0602-15SA,Estrutura e Dinâmica Social B1-Matutino (Santo André),Critério de preenchimento de vagas,Estrutura e Dinâmica Social,D,SA,2018
11201812013,DB1BIQ0602-15SA,Estrutura e Dinâmica Social B1-Matutino (Santo André),Critério de preenchimento de vagas,Estrutura e Dinâmica Social,D,SA,2018
11201812014,DA1BIJ0207-15SB,Bases Conceituais da Energia A1-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Conceituais da Energia,D,SB,2018
11201812015,DB1BIQ0602-15SA,Estrutura e Dinâmica Social B1-Matutino (Santo André),Critério de preenchimento de vagas,Estrutura e Dinâmica Social,D,SA,2018
11201812016,NA1BIR0004-15SB,Bases Epistemológicas da Ciência Moderna A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,N,SB,2018
11201812021,NA7BCJ0203-15SA,Fenômenos Eletromagnéticos A7-Noturno (Santo André),Critério de preenchimento de vagas,Fenômenos Eletromagnéticos,N,SA,2018
11201812022,DAESHC007-17SB,Economia Brasileira Contemporânea I A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Economia Brasileira Contemporânea I,D,SB,2018
11201812022,DAESHC025-17SB,Microeconomia I A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Microeconomia I,D,SB,2018
11201812023,NABHO0002-15SB,Pensamento Econômico A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pensamento Econômico,N,SB,2018
11201812023,NABHO0102-15SB,Desenvolvimento e Sustentabilidade A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento e Sustentabilidade,N,SB,2018
11201812025,DB1BCK0104-15SA,Interações Atômicas e Moleculares B1-Matutino (Santo André),Critério de preenchimento de vagas,Interações Atômicas e Moleculares,D,SA,2018
11201812027,DC6BIS0005-15SA,Bases Computacionais da Ciência C6-Matutino (Santo André),Critério de preenchimento de vagas,Bases Computacionais da Ciência,D,SA,2018
11201812028,NA1BIN0406-15SB,Introdução à Probabilidade e à Estatística A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Introdução à Probabilidade e à Estatística,N,SB,2018
11201812035,DA1BIR0603-15SA,"Ciência, Tecnologia e Sociedade A1-Matutino (Santo André)",Critério de preenchimento de vagas,"Ciência, Tecnologia e Sociedade",D,SA,2018
11201812041,NB3BCM0506-15SA,Comunicação e Redes B3-Noturno (Santo André),Critério de preenchimento de vagas,Comunicação e Redes,N,SA,2018
11201812041,DCNHZ3088-15SA,Consolidação de Conceitos e Métodos de Fenômenos Eletromagnéticos C-Matutino (Santo André),Critério de preenchimento de vagas,Consolidação de Conceitos e Métodos de Fenômenos Eletromagnéticos,D,SA,2018
11201812041,DCESTO011-17SA,Fundamentos de Desenho Técnico C-Matutino (Santo André),Critério de preenchimento de vagas,Fundamentos de Desenho Técnico,D,SA,2018
11201812041,NANHT1002-15SA,Bioética A-Noturno (Santo André),Critério de preenchimento de vagas,Bioética,N,SA,2018
11201812043,DA1BCJ0203-15SA,Fenômenos Eletromagnéticos A1-Matutino (Santo André),Critério de preenchimento de vagas,Fenômenos Eletromagnéticos,D,SA,2018
11201812044,DCESTO011-17SA,Fundamentos de Desenho Técnico C-Matutino (Santo André),Critério de preenchimento de vagas,Fundamentos de Desenho Técnico,D,SA,2018
11201812044,DB2ESTO012-17SA,Princípios de Administração B2-Matutino (Santo André),Critério de preenchimento de vagas,Princípios de Administração,D,SA,2018
11201812045,DA1BIR0004-15SA,Bases Epistemológicas da Ciência Moderna A1-Matutino (Santo André),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,D,SA,2018
11201812046,NA2BIN0406-15SB,Introdução à Probabilidade e à Estatística A2-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Introdução à Probabilidade e à Estatística,N,SB,2018
11201812046,NAESZE113-17SA,Projeto de Geradores Elétricos para Energia Eólica A-Noturno (Santo André),Critério de preenchimento de vagas,Projeto de Geradores Elétricos para Energia Eólica,N,SA,2018
11201812048,DA1BIR0004-15SA,Bases Epistemológicas da Ciência Moderna A1-Matutino (Santo André),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,D,SA,2018
11201812049,NA1BIR0004-15SB,Bases Epistemológicas da Ciência Moderna A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,N,SB,2018
11201812049,NBBHO0102-15SB,Desenvolvimento e Sustentabilidade B-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento e Sustentabilidade,N,SB,2018
11201812050,DA1BIR0004-15SA,Bases Epistemológicas da Ciência Moderna A1-Matutino (Santo André),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,D,SA,2018
11201812050,DA3BCJ0203-15SA,Fenômenos Eletromagnéticos A3-Matutino (Santo André),Critério de preenchimento de vagas,Fenômenos Eletromagnéticos,D,SA,2018
11201812054,NA1BIR0004-15SB,Bases Epistemológicas da Ciência Moderna A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,N,SB,2018
11201812055,NA1MCTA009-13SA,"Computadores, Ética e Sociedade A1-Noturno (Santo André)",Critério de preenchimento de vagas,"Computadores, Ética e Sociedade",N,SA,2018
11201812055,NA1MCTA018-13SA,Programação Orientada a Objetos A1-Noturno (Santo André),Critério de preenchimento de vagas,Programação Orientada a Objetos,N,SA,2018
11201812057,NA1BIR0603-15SA,"Ciência, Tecnologia e Sociedade A1-Noturno (Santo André)",Critério de preenchimento de vagas,"Ciência, Tecnologia e Sociedade",N,SA,2018
11201812057,NABHP0201-15SB,Temas e Problemas em Filosofia A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Temas e Problemas em Filosofia,N,SB,2018
11201812057,NABHO1101-15SB,Introdução à Economia A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Introdução à Economia,N,SB,2018
11201812067,NA1BIQ0602-15SA,Estrutura e Dinâmica Social A1-Noturno (Santo André),Critério de preenchimento de vagas,Estrutura e Dinâmica Social,N,SA,2018
11201812070,DA1BIR0004-15SA,Bases Epistemológicas da Ciência Moderna A1-Matutino (Santo André),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,D,SA,2018
11201812072,DABHQ0003-15SB,Interpretações do Brasil A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Interpretações do Brasil,D,SB,2018
11201812072,NA1BIQ0602-15SA,Estrutura e Dinâmica Social A1-Noturno (Santo André),Critério de preenchimento de vagas,Estrutura e Dinâmica Social,N,SA,2018
11201812080,DA1BIR0004-15SA,Bases Epistemológicas da Ciência Moderna A1-Matutino (Santo André),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,D,SA,2018
11201812084,DA1BIR0004-15SB,Bases Epistemológicas da Ciência Moderna A1-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,D,SB,2018
11201812085,NA1MCTA009-13SA,"Computadores, Ética e Sociedade A1-Noturno (Santo André)",Critério de preenchimento de vagas,"Computadores, Ética e Sociedade",N,SA,2018
11201812088,NS1BCM0505-15SB,Processamento da Informação S1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Processamento da Informação,N,SB,2018
11201812091,DDBIR0004-15SB,Bases Epistemológicas da Ciência Moderna D-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,D,SB,2018
11201812091,DAESZB022-17SB,Introdução à Bioinformática A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Introdução à Bioinformática,D,SB,2018
11201812094,NA1BIR0004-15SB,Bases Epistemológicas da Ciência Moderna A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,N,SB,2018
11201812095,DABHO1101-15SB,Introdução à Economia A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Introdução à Economia,D,SB,2018
11201812095,DC1BIS0003-15SB,Bases Matemáticas C1-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Matemáticas,D,SB,2018
11201812096,DAMCTA009-13SA,"Computadores, Ética e Sociedade A-Matutino (Santo André)",Critério de preenchimento de vagas,"Computadores, Ética e Sociedade",D,SA,2018
11201812100,DANHT1002-15SA,Bioética A-Matutino (Santo André),Critério de preenchimento de vagas,Bioética,D,SA,2018
11201812100,DB1BIQ0602-15SA,Estrutura e Dinâmica Social B1-Matutino (Santo André),Critério de preenchimento de vagas,Estrutura e Dinâmica Social,D,SA,2018
11201812102,DA1BIJ0207-15SB,Bases Conceituais da Energia A1-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Conceituais da Energia,D,SB,2018
11201812104,NA1BIJ0207-15SB,Bases Conceituais da Energia A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Conceituais da Energia,N,SB,2018
11201812106,NABHO0002-15SB,Pensamento Econômico A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pensamento Econômico,N,SB,2018
11201812107,NABHO1101-15SB,Introdução à Economia A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Introdução à Economia,N,SB,2018
11201812107,NABHQ0003-15SB,Interpretações do Brasil A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Interpretações do Brasil,N,SB,2018
11201812107,NA1BIR0004-15SB,Bases Epistemológicas da Ciência Moderna A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,N,SB,2018
11201812109,DAMCTA009-13SA,"Computadores, Ética e Sociedade A-Matutino (Santo André)",Critério de preenchimento de vagas,"Computadores, Ética e Sociedade",D,SA,2018
11201812109,DB2ESTO012-17SA,Princípios de Administração B2-Matutino (Santo André),Critério de preenchimento de vagas,Princípios de Administração,D,SA,2018
11201812109,NA1BIR0004-15SB,Bases Epistemológicas da Ciência Moderna A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,N,SB,2018
11201812110,NAESTO011-17SB,Fundamentos de Desenho Técnico A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Fundamentos de Desenho Técnico,N,SB,2018
11201812110,NB3BCM0506-15SA,Comunicação e Redes B3-Noturno (Santo André),Critério de preenchimento de vagas,Comunicação e Redes,N,SA,2018
11201812111,DCBIR0004-15SB,Bases Epistemológicas da Ciência Moderna C-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,D,SB,2018
11201812111,NABHO0101-15SB,Estado e Relações de Poder A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Estado e Relações de Poder,N,SB,2018
11201812111,DABHO0102-15SB,Desenvolvimento e Sustentabilidade A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento e Sustentabilidade,D,SB,2018
11201812112,NAESHC007-17SB,Economia Brasileira Contemporânea I A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Economia Brasileira Contemporânea I,N,SB,2018
11201812114,DANHZ6001-18SA,Fundamentos da Biotecnologia A-Matutino (Santo André),Critério de preenchimento de vagas,Fundamentos da Biotecnologia,D,SA,2018
11201812123,NAESZG032-17SA,Modelos e Ferramentas de Gestão Ambiental A-Noturno (Santo André),Critério de preenchimento de vagas,Modelos e Ferramentas de Gestão Ambiental,N,SA,2018
11201812129,NBBHO0002-15SB,Pensamento Econômico B-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pensamento Econômico,N,SB,2018
11201812130,NABHO1335-15SB,Formação do Sistema Internacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Formação do Sistema Internacional,N,SB,2018
11201812131,NABHO0002-15SB,Pensamento Econômico A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pensamento Econômico,N,SB,2018
11201812132,NBBHO0102-15SB,Desenvolvimento e Sustentabilidade B-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento e Sustentabilidade,N,SB,2018
11201812132,NA1BIR0004-15SB,Bases Epistemológicas da Ciência Moderna A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,N,SB,2018
11201812142,DB1BIQ0602-15SA,Estrutura e Dinâmica Social B1-Matutino (Santo André),Critério de preenchimento de vagas,Estrutura e Dinâmica Social,D,SA,2018
11201812145,NA1BIR0603-15SA,"Ciência, Tecnologia e Sociedade A1-Noturno (Santo André)",Critério de preenchimento de vagas,"Ciência, Tecnologia e Sociedade",N,SA,2018
11201812145,NANHT1002-15SA,Bioética A-Noturno (Santo André),Critério de preenchimento de vagas,Bioética,N,SA,2018
11201812148,NA1BIJ0207-15SB,Bases Conceituais da Energia A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Conceituais da Energia,N,SB,2018
11201812152,NA1BIR0004-15SB,Bases Epistemológicas da Ciência Moderna A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,N,SB,2018
11201812153,DAESZI045-17SA,Introdução à Linguística Computacional A-Matutino (Santo André),Critério de preenchimento de vagas,Introdução à Linguística Computacional,D,SA,2018
11201812153,DAMCTA009-13SA,"Computadores, Ética e Sociedade A-Matutino (Santo André)",Critério de preenchimento de vagas,"Computadores, Ética e Sociedade",D,SA,2018
11201812155,DAMCTA009-13SA,"Computadores, Ética e Sociedade A-Matutino (Santo André)",Critério de preenchimento de vagas,"Computadores, Ética e Sociedade",D,SA,2018
11201812162,NAESZU034-17SA,Ecologia do Ambiente Urbano A-Noturno (Santo André),Critério de preenchimento de vagas,Ecologia do Ambiente Urbano,N,SA,2018
11201812168,DB1BIQ0602-15SA,Estrutura e Dinâmica Social B1-Matutino (Santo André),Critério de preenchimento de vagas,Estrutura e Dinâmica Social,D,SA,2018
11201812169,DA1BIR0004-15SA,Bases Epistemológicas da Ciência Moderna A1-Matutino (Santo André),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,D,SA,2018
11201812174,DA1BIR0004-15SA,Bases Epistemológicas da Ciência Moderna A1-Matutino (Santo André),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,D,SA,2018
11201812176,DAESTO012-17SA,Princípios de Administração A-Matutino (Santo André),Critério de preenchimento de vagas,Princípios de Administração,D,SA,2018
11201812179,DANHZ6001-18SA,Fundamentos da Biotecnologia A-Matutino (Santo André),Critério de preenchimento de vagas,Fundamentos da Biotecnologia,D,SA,2018
11201812181,DANHZ6001-18SA,Fundamentos da Biotecnologia A-Matutino (Santo André),Critério de preenchimento de vagas,Fundamentos da Biotecnologia,D,SA,2018
11201812208,NA1BIR0004-15SB,Bases Epistemológicas da Ciência Moderna A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,N,SB,2018
11201812209,NABHO0002-15SB,Pensamento Econômico A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pensamento Econômico,N,SB,2018
11201812209,NABHP0202-15SB,Pensamento Crítico A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pensamento Crítico,N,SB,2018
11201812216,DAMCTA009-13SA,"Computadores, Ética e Sociedade A-Matutino (Santo André)",Critério de preenchimento de vagas,"Computadores, Ética e Sociedade",D,SA,2018
11201812216,DAESTO012-17SA,Princípios de Administração A-Matutino (Santo André),Critério de preenchimento de vagas,Princípios de Administração,D,SA,2018
11201812217,DCNHZ3088-15SA,Consolidação de Conceitos e Métodos de Fenômenos Eletromagnéticos C-Matutino (Santo André),Critério de preenchimento de vagas,Consolidação de Conceitos e Métodos de Fenômenos Eletromagnéticos,D,SA,2018
11201812219,DA1BIR0603-15SA,"Ciência, Tecnologia e Sociedade A1-Matutino (Santo André)",Critério de preenchimento de vagas,"Ciência, Tecnologia e Sociedade",D,SA,2018
11201812220,NA2BIN0406-15SB,Introdução à Probabilidade e à Estatística A2-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Introdução à Probabilidade e à Estatística,N,SB,2018
11201812225,DABHQ0001-15SB,Identidade e Cultura A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Identidade e Cultura,D,SB,2018
11201812228,NA1BIR0004-15SB,Bases Epistemológicas da Ciência Moderna A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,N,SB,2018
11201812232,DAMCTA009-13SA,"Computadores, Ética e Sociedade A-Matutino (Santo André)",Critério de preenchimento de vagas,"Computadores, Ética e Sociedade",D,SA,2018
11201812232,DB1BIQ0602-15SA,Estrutura e Dinâmica Social B1-Matutino (Santo André),Critério de preenchimento de vagas,Estrutura e Dinâmica Social,D,SA,2018
11201812235,NANHI5015-15SB,LIBRAS A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,LIBRAS,N,SB,2018
11201812237,NABHO1101-15SB,Introdução à Economia A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Introdução à Economia,N,SB,2018
11201812239,NA1BIJ0207-15SB,Bases Conceituais da Energia A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Conceituais da Energia,N,SB,2018
11201812243,DA1BIR0004-15SA,Bases Epistemológicas da Ciência Moderna A1-Matutino (Santo André),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,D,SA,2018
11201812243,DA3BCJ0203-15SA,Fenômenos Eletromagnéticos A3-Matutino (Santo André),Critério de preenchimento de vagas,Fenômenos Eletromagnéticos,D,SA,2018
11201812244,NABHQ0001-15SB,Identidade e Cultura A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Identidade e Cultura,N,SB,2018
11201812244,DABHO1101-15SB,Introdução à Economia A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Introdução à Economia,D,SB,2018
11201812244,NABHQ0003-15SB,Interpretações do Brasil A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Interpretações do Brasil,N,SB,2018
11201812246,DAESTO012-17SA,Princípios de Administração A-Matutino (Santo André),Critério de preenchimento de vagas,Princípios de Administração,D,SA,2018
11201812246,NA1BIQ0602-15SA,Estrutura e Dinâmica Social A1-Noturno (Santo André),Critério de preenchimento de vagas,Estrutura e Dinâmica Social,N,SA,2018
11201812249,NS1BCM0505-15SB,Processamento da Informação S1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Processamento da Informação,N,SB,2018
11201812251,NBESTO012-17SA,Princípios de Administração B-Noturno (Santo André),Critério de preenchimento de vagas,Princípios de Administração,N,SA,2018
11201812251,NB1ESTO006-17SA,Materiais e Suas Propriedades B1-Noturno (Santo André),Critério de preenchimento de vagas,Materiais e Suas Propriedades,N,SA,2018
11201812253,DB1BIQ0602-15SA,Estrutura e Dinâmica Social B1-Matutino (Santo André),Critério de preenchimento de vagas,Estrutura e Dinâmica Social,D,SA,2018
11201812253,DANHZ6001-18SA,Fundamentos da Biotecnologia A-Matutino (Santo André),Critério de preenchimento de vagas,Fundamentos da Biotecnologia,D,SA,2018
11201812253,DA1BIR0004-15SA,Bases Epistemológicas da Ciência Moderna A1-Matutino (Santo André),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,D,SA,2018
11201812254,DAESHC025-17SB,Microeconomia I A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Microeconomia I,D,SB,2018
11201812254,NAESHC002-17SB,Contabilidade Básica A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Contabilidade Básica,N,SB,2018
11201812256,DCNHZ3088-15SA,Consolidação de Conceitos e Métodos de Fenômenos Eletromagnéticos C-Matutino (Santo André),Critério de preenchimento de vagas,Consolidação de Conceitos e Métodos de Fenômenos Eletromagnéticos,D,SA,2018
11201812256,DCESTO011-17SA,Fundamentos de Desenho Técnico C-Matutino (Santo André),Critério de preenchimento de vagas,Fundamentos de Desenho Técnico,D,SA,2018
11201812257,DB1BCK0104-15SA,Interações Atômicas e Moleculares B1-Matutino (Santo André),Critério de preenchimento de vagas,Interações Atômicas e Moleculares,D,SA,2018
11201812262,DA1BIR0004-15SA,Bases Epistemológicas da Ciência Moderna A1-Matutino (Santo André),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,D,SA,2018
11201812264,NA1BIR0004-15SB,Bases Epistemológicas da Ciência Moderna A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,N,SB,2018
11201812265,DABHQ0001-15SB,Identidade e Cultura A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Identidade e Cultura,D,SB,2018
11201812271,NA1BIR0004-15SB,Bases Epistemológicas da Ciência Moderna A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,N,SB,2018
